agent,label,seed,personaId,tier,satisfiable,dietStyle,horizonDays,mealsPerDay,snacksPerDay,poolAfterDiet,poolAfterPrep,slotCalls,meanBudget,solveMs,daysJudged,daysInBand
A14,flat14,424242,p082,ROBUSTNESS,true,vegetarian,1,3,1,401,149,4,14.000,1,1,1
A14,flat14,424242,p083,IMPOSSIBLE,false,keto,1,3,0,22,5,3,14.000,0,1,1
A14,flat14,424242,p084,HARD,true,none,1,3,0,158,67,3,14.000,0,1,1
A14,flat14,424242,p085,ROBUSTNESS,true,none,1,2,0,265,251,6,14.000,4,1,1
A14,flat14,424242,p086,HARD,true,vegetarian,7,5,1,124,67,210,14.000,18,7,0
A14,flat14,424242,p087,HARD,true,none,1,3,0,255,164,3,14.000,1,1,1
A14,flat14,424242,p088,IMPOSSIBLE,false,paleo,1,3,0,24,5,15,14.000,0,1,0
A14,flat14,424242,p089,EASY,true,keto,7,4,1,53,53,175,14.000,17,7,5
A14,flat14,424242,p090,EASY,true,none,1,2,0,723,250,10,14.000,6,1,1
A14,flat14,424242,p091,EASY,true,halal,1,3,3,715,715,6,14.000,4,1,1
A14,flat14,424242,p092,EASY,true,none,1,3,1,749,508,8,14.000,5,1,1
A14,flat14,424242,p093,ROBUSTNESS,true,none,7,3,2,259,259,175,14.000,64,7,1
A14,flat14,424242,p094,EASY,true,none,1,2,2,657,657,16,14.000,13,1,1
A14,flat14,424242,p095,EASY,true,paleo,1,3,1,166,122,20,14.000,4,1,0
A14,flat14,424242,p096,ROBUSTNESS,true,none,1,9,1,910,910,50,14.000,91,1,1
A14,flat14,424242,p097,EASY,true,none,1,3,1,272,272,4,14.000,2,1,1
A14,flat14,424242,p098,EASY,true,vegetarian,1,3,0,174,90,15,14.000,2,1,0
A14,flat14,424242,p099,EASY,true,none,1,3,2,910,910,5,14.000,6,1,1
A14,flat14,424242,p100,IMPOSSIBLE,false,mediterranean,1,3,3,212,105,30,14.000,3,1,0
A14,flat14,424242,p101,ROBUSTNESS,true,none,1,3,1,910,910,8,14.000,12,1,1
A14,flat14,424242,p102,EASY,true,mediterranean,1,3,1,814,324,4,14.000,2,1,1
A14,flat14,424242,p103,IMPOSSIBLE,false,keto,1,4,1,19,5,5,14.000,1,1,1
A14,flat14,424242,p104,EASY,true,keto,7,3,1,36,36,140,14.000,7,7,3
A14,flat14,424242,p105,EASY,true,kosher,1,3,1,459,241,20,14.000,9,1,0
A14,flat14,424242,p106,HARD,true,none,1,3,1,408,390,4,14.000,3,1,1
A14,flat14,424242,p107,EASY,true,none,1,3,0,826,826,3,14.000,4,1,1
A14,flat14,424242,p108,IMPOSSIBLE,false,vegan,1,3,1,20,20,20,14.000,1,1,0
A14,flat14,424242,p109,IMPOSSIBLE,false,none,7,3,0,199,102,105,14.000,46,7,7
A14,flat14,424242,p110,EASY,true,none,1,2,0,871,871,10,14.000,23,1,1
A14,flat14,424242,p111,EASY,true,carnivore,1,2,0,1,1,10,14.000,0,1,0
A14,flat14,424242,p112,EASY,true,vegetarian,7,3,1,217,217,140,14.000,42,7,3
A14,flat14,424242,p113,HARD,true,none,1,4,1,306,139,25,14.000,6,1,1
A14,flat14,424242,p114,EASY,true,keto,1,4,0,53,53,4,14.000,0,1,1
A14,flat14,424242,p115,EASY,true,keto,7,3,1,28,4,140,14.000,1,2,2
A14,flat14,424242,p116,EASY,true,none,1,3,2,752,288,5,14.000,3,1,1
A14,flat14,424242,p117,HARD,true,none,7,4,1,378,378,105,14.000,87,7,7
A14,flat14,424242,p118,HARD,true,kosher,7,3,1,259,141,28,14.000,7,7,7
A14,flat14,424242,p119,EASY,true,none,1,2,1,830,830,15,14.000,18,1,1
A14,flat14,424242,p120,EASY,true,vegetarian,1,5,1,85,85,30,14.000,5,1,1
A14,flat14,424242,p121,EASY,true,mediterranean,1,4,1,814,736,5,14.000,9,1,1
A14,flat14,424242,p122,EASY,true,mediterranean,7,3,2,814,814,35,14.000,31,7,7
A14,flat14,424242,p123,EASY,true,none,1,3,1,687,687,4,14.000,7,1,1
A14,flat14,424242,p124,EASY,true,none,7,4,1,910,910,35,14.000,57,7,7
A14,flat14,424242,p125,ROBUSTNESS,true,none,1,9,2,296,296,55,14.000,34,1,0
A14,flat14,424242,p126,HARD,true,none,1,3,2,532,532,5,14.000,4,1,1
A14,flat14,424242,p127,HARD,true,vegetarian,1,3,1,304,110,20,14.000,3,1,0
A14,flat14,424242,p128,EASY,true,mediterranean,7,2,2,774,323,140,14.000,46,7,6
A14,flat14,424242,p129,EASY,true,none,7,4,1,360,288,35,14.000,27,7,7
A14,flat14,424242,p130,IMPOSSIBLE,false,vegan,7,4,2,20,20,210,14.000,3,7,0
A14,flat14,424242,p131,EASY,true,none,1,4,2,910,910,6,14.000,7,1,1
A14,flat14,424242,p132,EASY,true,none,1,3,2,642,642,10,14.000,7,1,1
A14,flat14,424242,p133,IMPOSSIBLE,false,vegan,1,3,2,20,20,25,14.000,0,1,0
A14,flat14,424242,p134,EASY,true,none,1,3,2,728,728,15,14.000,13,1,1
A14,flat14,424242,p135,EASY,true,vegetarian,7,5,1,327,117,42,14.000,7,7,7
A14,flat14,424242,p136,EASY,true,none,7,3,2,741,741,35,14.000,33,7,7
A14,flat14,424242,p137,EASY,true,none,1,4,2,910,910,6,14.000,8,1,1
A14,flat14,424242,p138,HARD,true,none,7,3,0,285,285,21,14.000,21,7,7
A14,flat14,424242,p139,HARD,true,vegan,1,4,1,89,89,25,14.000,3,1,1
A14,flat14,424242,p140,EASY,true,mediterranean,7,3,0,814,814,105,14.000,139,7,6
A14,flat14,424242,p141,EASY,true,vegetarian,1,3,2,401,401,25,14.000,9,1,0
A14,flat14,424242,p142,EASY,true,none,1,2,0,401,401,2,14.000,2,1,1
A14,flat14,424242,p143,EASY,true,vegetarian,7,4,1,327,84,35,14.000,4,7,7
A14,flat14,424242,p144,EASY,true,kosher,1,3,2,680,317,5,14.000,3,1,1
A14,flat14,424242,p145,HARD,true,vegan,1,3,1,46,44,20,14.000,1,1,0
A14,flat14,424242,p146,HARD,true,none,1,5,3,306,116,8,14.000,1,1,1
A14,flat14,424242,p147,EASY,true,none,7,3,1,605,605,28,14.000,24,7,7
A14,flat14,424242,p148,EASY,true,none,1,5,0,426,160,5,14.000,2,1,1
A14,flat14,424242,p149,HARD,true,keto,1,2,1,37,5,3,14.000,0,1,1
A14,flat14,424242,p150,EASY,true,mediterranean,1,3,2,814,814,5,14.000,4,1,1
A14,flat14,424242,p151,EASY,true,none,1,5,0,728,534,5,14.000,4,1,1
A14,flat14,424242,p152,EASY,true,keto,1,3,1,53,33,4,14.000,0,1,1
A14,flat14,424242,p153,EASY,true,mediterranean,1,2,0,368,368,2,14.000,1,1,1
A14,flat14,424242,p154,HARD,true,none,1,5,2,246,165,7,14.000,2,1,1
A14,flat14,424242,p155,IMPOSSIBLE,false,vegan,1,5,1,20,20,30,14.000,1,1,0
A14,flat14,424242,p156,EASY,true,paleo,1,5,3,164,164,40,14.000,8,1,1
A14,flat14,424242,p157,EASY,true,vegetarian,1,3,0,327,84,3,14.000,1,1,1
A14,flat14,424242,p158,EASY,true,kosher,1,5,1,612,450,12,14.000,14,1,1
A14,flat14,424242,p159,HARD,true,none,1,3,3,171,111,30,14.000,5,1,1
A14,flat14,424242,p160,IMPOSSIBLE,false,none,1,3,1,165,72,4,14.000,0,1,1
A14,flat14,424242,p161,EASY,true,keto,1,3,1,46,46,4,14.000,0,1,1
A14,flat14,424242,p162,EASY,true,none,1,4,1,910,283,5,14.000,3,1,1
A14,flat14,424242,p163,HARD,true,vegetarian,7,3,2,327,327,175,14.000,44,7,4
A14,flat14,424242,p164,HARD,true,none,1,3,1,366,236,4,14.000,2,1,1
A14,flat14,424242,p165,EASY,true,none,1,3,2,642,642,5,14.000,5,1,1
A14,flat14,424242,p166,HARD,true,paleo,1,3,2,28,28,25,14.000,0,1,0
A14,flat14,424242,p167,EASY,true,none,1,5,1,247,247,6,14.000,5,1,1
A14,flat14,424242,p168,EASY,true,paleo,1,4,1,148,148,5,14.000,2,1,1
A14,flat14,424242,p169,HARD,true,none,7,4,2,143,143,42,14.000,12,7,7
A14,flat14,424242,p170,HARD,true,none,1,4,2,95,95,24,14.000,4,1,1
A14,flat14,424242,p171,ROBUSTNESS,true,none,1,9,2,413,413,55,14.000,44,1,1
A14,flat14,424242,p172,HARD,true,vegetarian,1,3,2,196,137,25,14.000,4,1,0
A14,flat14,424242,p173,EASY,true,vegan,7,3,1,169,169,140,14.000,36,7,5
A14,flat14,424242,p174,HARD,true,none,7,3,1,118,118,28,14.000,6,7,7
A14,flat14,424242,p175,IMPOSSIBLE,false,vegan,1,5,0,20,20,25,14.000,1,1,0
A14,flat14,424242,p176,EASY,true,none,1,5,1,910,603,12,14.000,13,1,1
A14,flat14,424242,p177,EASY,true,none,1,3,2,494,494,5,14.000,3,1,1
A14,flat14,424242,p178,EASY,true,mediterranean,1,4,3,296,296,7,14.000,1,1,1
A14,flat14,424242,p179,EASY,true,none,1,3,1,642,642,4,14.000,5,1,1
A14,flat14,424242,p180,EASY,true,none,1,5,1,336,336,6,14.000,6,1,1
A14,flat14,424242,p181,HARD,true,none,7,4,1,335,322,175,14.000,111,7,6
A14,flat14,424242,p182,EASY,true,none,7,2,1,910,910,42,14.000,56,7,7
A14,flat14,424242,p183,EASY,true,mediterranean,7,3,2,241,241,175,14.000,54,7,3
A14,flat14,424242,p184,IMPOSSIBLE,false,vegan,1,3,2,20,10,25,14.000,0,1,0
A14,flat14,424242,p185,EASY,true,none,1,3,2,642,642,5,14.000,6,1,1
A14,flat14,424242,p186,EASY,true,none,1,5,0,910,910,5,14.000,9,1,1
A14,flat14,424242,p187,HARD,true,vegetarian,1,2,2,196,140,20,14.000,3,1,0
A14,flat14,424242,p188,HARD,true,none,1,3,0,270,143,3,14.000,1,1,1
A14,flat14,424242,p189,EASY,true,none,7,5,1,392,392,210,14.000,209,7,3
A14,flat14,424242,p190,EASY,true,mediterranean,1,3,3,712,712,6,14.000,4,1,1
A14,flat14,424242,p191,HARD,true,none,7,4,0,638,638,28,14.000,61,7,7
A14,flat14,424242,p192,EASY,true,halal,1,3,2,348,204,5,14.000,2,1,1
A14,flat14,424242,p193,EASY,true,none,1,3,1,910,910,4,14.000,6,1,1
A14,flat14,424242,p194,EASY,true,none,7,4,1,610,610,35,14.000,44,7,7
A14,flat14,424242,p195,EASY,true,none,7,3,0,723,664,21,14.000,27,7,7
A14,flat14,424242,p196,HARD,true,mediterranean,1,3,0,315,315,6,14.000,3,1,1
A14,flat14,424242,p197,ROBUSTNESS,true,none,7,9,0,488,488,63,14.000,74,7,7
A14,flat14,424242,p198,EASY,true,none,1,3,1,741,500,8,14.000,4,1,1
A14,flat14,424242,p199,EASY,true,paleo,1,2,1,167,167,15,14.000,4,1,0
A14,flat14,424242,p200,EASY,true,none,1,3,0,910,910,3,14.000,7,1,1
A14,flat14,424242,p201,EASY,true,keto,7,3,3,53,53,210,14.000,9,7,6
A14,flat14,424242,p202,EASY,true,none,7,3,0,741,741,21,14.000,27,7,7
A14,flat14,424242,p203,HARD,true,paleo,7,3,1,116,116,140,14.000,33,7,5
A14,flat14,424242,p204,HARD,true,none,1,3,2,266,266,5,14.000,2,1,1
A14,flat14,424242,p205,EASY,true,kosher,1,2,0,459,459,2,14.000,2,1,1
A14,flat14,424242,p206,HARD,true,none,1,3,2,125,125,25,14.000,4,1,1
A14,flat14,424242,p207,EASY,true,none,1,3,3,657,493,6,14.000,3,1,1
A14,flat14,424242,p208,IMPOSSIBLE,false,vegan,1,2,1,20,20,15,14.000,1,1,0
A14,flat14,424242,p209,HARD,true,none,1,3,0,199,98,3,14.000,1,1,1
A14,flat14,424242,p210,EASY,true,paleo,1,3,1,167,167,4,14.000,1,1,1
A14,flat14,424242,p211,IMPOSSIBLE,false,vegan,7,2,2,20,17,140,14.000,2,7,0
A14,flat14,424242,p212,IMPOSSIBLE,false,vegetarian,1,3,1,72,35,4,14.000,0,1,1
A14,flat14,424242,p213,EASY,true,none,1,4,1,826,826,5,14.000,6,1,1
A14,flat14,424242,p214,EASY,true,vegetarian,1,3,3,370,171,6,14.000,1,1,1
A14,flat14,424242,p215,HARD,true,vegetarian,1,3,2,68,68,25,14.000,2,1,0
A14,flat14,424242,p216,HARD,true,none,1,5,0,336,164,5,14.000,2,1,1
A14,flat14,424242,p217,EASY,true,none,1,2,1,456,456,3,14.000,2,1,1
A14,flat14,424242,p218,EASY,true,vegan,1,3,2,98,94,25,14.000,3,1,0
A14,flat14,424242,p219,IMPOSSIBLE,false,vegan,1,5,1,48,18,30,14.000,1,1,0
A14,flat14,424242,p220,IMPOSSIBLE,false,vegan,1,3,3,20,20,30,14.000,1,1,0
A14,flat14,424242,p221,ROBUSTNESS,true,none,1,9,0,797,797,45,14.000,72,1,0
A14,flat14,424242,p222,IMPOSSIBLE,false,vegan,7,3,1,20,17,140,14.000,3,7,0
A14,flat14,424242,p223,EASY,true,kosher,1,3,0,657,657,3,14.000,4,1,1
A14,flat14,424242,p224,EASY,true,none,1,4,1,426,426,5,14.000,2,1,1
A14,flat14,424242,p225,EASY,true,kosher,1,3,3,658,658,6,14.000,3,1,1
A14,flat14,424242,p226,ROBUSTNESS,true,kosher,7,9,1,317,189,350,14.000,143,7,0
A14,flat14,424242,p227,IMPOSSIBLE,false,vegan,7,3,0,20,20,105,14.000,6,7,0
A14,flat14,424242,p228,ROBUSTNESS,true,keto,1,5,0,53,53,20,14.000,5,1,1
A14,flat14,424242,p229,EASY,true,vegan,7,5,1,89,89,210,14.000,31,7,2
A14,flat14,424242,p230,EASY,true,none,7,2,3,821,279,175,14.000,40,7,2
A14,flat14,424242,p231,EASY,true,none,1,3,3,564,564,30,14.000,17,1,0
A14,flat14,424242,p232,EASY,true,halal,7,3,1,758,758,84,14.000,78,7,7
A14,flat14,424242,p233,ROBUSTNESS,true,none,1,0,0,494,494,0,,1,0,0
A14,flat14,424242,p234,HARD,true,vegetarian,7,3,0,171,89,21,14.000,4,7,7
A14,flat14,424242,p235,EASY,true,vegan,1,2,0,169,169,10,14.000,3,1,1
A14,flat14,424242,p236,EASY,true,none,1,3,2,800,800,5,14.000,6,1,1
A14,flat14,424242,p237,EASY,true,none,7,5,3,853,853,280,14.000,353,7,4
A14,flat14,424242,p238,EASY,true,vegan,1,3,3,98,98,30,14.000,2,1,0
A14,flat14,424242,p239,HARD,true,paleo,7,2,2,108,29,140,14.000,4,7,0
A14,flat14,424242,p240,EASY,true,none,1,5,1,910,910,30,14.000,45,1,1
A14,flat14,424242,p241,EASY,true,none,1,3,3,910,910,30,14.000,24,1,1
A14,flat14,424242,p242,HARD,true,mediterranean,1,4,2,270,270,6,14.000,1,1,1
A14,flat14,424242,p243,EASY,true,none,1,3,1,577,577,4,14.000,4,1,1
A14,flat14,424242,p244,EASY,true,halal,1,5,0,758,336,5,14.000,5,1,1
A14,flat14,424242,p245,HARD,true,none,7,4,3,168,162,245,14.000,56,7,5
A14,flat14,424242,p246,EASY,true,none,1,4,0,910,283,4,14.000,3,1,1
A14,flat14,424242,p247,EASY,true,none,1,3,3,853,774,18,14.000,15,1,1
A14,flat14,424242,p248,IMPOSSIBLE,false,vegan,1,3,3,12,12,30,14.000,1,1,0
A14,flat14,424242,p249,HARD,true,keto,7,2,1,28,28,21,14.000,1,7,7
